states,cases,date
br,0,20-Apr-20
ch,1,20-Apr-20
ct,0,20-Apr-20
dd,0,20-Apr-20
dl,141,20-Apr-20
dn,0,20-Apr-20
ga,0,20-Apr-20
gj,26,20-Apr-20
hp,0,20-Apr-20
hr,37,20-Apr-20
jh,4,20-Apr-20
jk,15,20-Apr-20
ka,1,20-Apr-20
kl,21,20-Apr-20
la,0,20-Apr-20
ld,0,20-Apr-20
mh,65,20-Apr-20
ml,0,20-Apr-20
mn,1,20-Apr-20
mp,7,20-Apr-20
mz,0,20-Apr-20
nl,0,20-Apr-20
or,0,20-Apr-20
pb,1,20-Apr-20
py,0,20-Apr-20
rj,0,20-Apr-20
sk,0,20-Apr-20
tg,0,20-Apr-20
tn,46,20-Apr-20
tr,0,20-Apr-20
tt,419,20-Apr-20
un,0,20-Apr-20
up,13,20-Apr-20
ut,7,20-Apr-20
wb,4,20-Apr-20
an,0,20-Apr-20
ap,3,20-Apr-20
ar,0,20-Apr-20
as,0,20-Apr-20
br,0,20-Apr-20
ch,0,20-Apr-20
ct,0,20-Apr-20
dd,0,20-Apr-20
dl,2,20-Apr-20
dn,0,20-Apr-20
ga,0,20-Apr-20
gj,8,20-Apr-20
hp,0,20-Apr-20
hr,0,20-Apr-20
jh,0,20-Apr-20
jk,0,20-Apr-20
ka,0,20-Apr-20
kl,0,20-Apr-20
la,0,20-Apr-20
ld,0,20-Apr-20
mh,9,20-Apr-20
ml,0,20-Apr-20
mn,0,20-Apr-20
mp,4,20-Apr-20
mz,0,20-Apr-20
nl,0,20-Apr-20
or,0,20-Apr-20
pb,0,20-Apr-20
py,0,20-Apr-20
rj,2,20-Apr-20
sk,0,20-Apr-20
tg,2,20-Apr-20
tn,2,20-Apr-20
tr,0,20-Apr-20
tt,33,20-Apr-20
un,0,20-Apr-20
up,1,20-Apr-20
ut,0,20-Apr-20
wb,0,20-Apr-20
an,1,21-Apr-20
ap,35,21-Apr-20
ar,0,21-Apr-20
as,0,21-Apr-20
br,13,21-Apr-20
ch,1,21-Apr-20
ct,0,21-Apr-20
dd,0,21-Apr-20
dl,75,21-Apr-20
dn,0,21-Apr-20
ga,0,21-Apr-20
gj,239,21-Apr-20
hp,0,21-Apr-20
hr,4,21-Apr-20
jh,0,21-Apr-20
jk,12,21-Apr-20
ka,10,21-Apr-20
kl,19,21-Apr-20
la,0,21-Apr-20
ld,0,21-Apr-20
mh,552,21-Apr-20
ml,1,21-Apr-20
mn,0,21-Apr-20
mp,67,21-Apr-20
mz,0,21-Apr-20
nl,0,21-Apr-20
or,5,21-Apr-20
pb,6,21-Apr-20
py,0,21-Apr-20
rj,159,21-Apr-20
sk,0,21-Apr-20
tg,56,21-Apr-20
tn,76,21-Apr-20
tr,0,21-Apr-20
tt,1537,21-Apr-20
un,0,21-Apr-20
up,153,21-Apr-20
ut,0,21-Apr-20
wb,53,21-Apr-20
an,0,21-Apr-20
ap,4,21-Apr-20
ar,0,21-Apr-20
as,0,21-Apr-20
br,0,21-Apr-20
ch,0,21-Apr-20
ct,0,21-Apr-20
dd,0,21-Apr-20
dl,180,21-Apr-20
dn,0,21-Apr-20
ga,0,21-Apr-20
gj,8,21-Apr-20
hp,0,21-Apr-20
hr,6,21-Apr-20
jh,0,21-Apr-20
jk,10,21-Apr-20
ka,17,21-Apr-20
kl,16,21-Apr-20
la,0,21-Apr-20
ld,0,21-Apr-20
mh,150,21-Apr-20
ml,0,21-Apr-20
mn,0,21-Apr-20
mp,10,21-Apr-20
mz,0,21-Apr-20
nl,0,21-Apr-20
or,6,21-Apr-20
pb,11,21-Apr-20
py,0,21-Apr-20
rj,69,21-Apr-20
sk,0,21-Apr-20
tg,8,21-Apr-20
tn,178,21-Apr-20
tr,0,21-Apr-20
tt,703,21-Apr-20
un,0,21-Apr-20
up,22,21-Apr-20
ut,1,21-Apr-20
wb,7,21-Apr-20
an,0,21-Apr-20
ap,2,21-Apr-20
ar,0,21-Apr-20
as,0,21-Apr-20
br,0,21-Apr-20
ch,0,21-Apr-20
ct,0,21-Apr-20
dd,0,21-Apr-20
dl,0,21-Apr-20
dn,0,21-Apr-20
ga,0,21-Apr-20
gj,19,21-Apr-20
hp,0,21-Apr-20
hr,0,21-Apr-20
jh,0,21-Apr-20
jk,0,21-Apr-20
ka,1,21-Apr-20
kl,0,21-Apr-20
la,0,21-Apr-20
ld,0,21-Apr-20
mh,19,21-Apr-20
ml,0,21-Apr-20
mn,0,21-Apr-20
mp,4,21-Apr-20
mz,0,21-Apr-20
nl,0,21-Apr-20
or,0,21-Apr-20
pb,0,21-Apr-20
py,0,21-Apr-20
rj,1,21-Apr-20
sk,0,21-Apr-20
tg,0,21-Apr-20
tn,1,21-Apr-20
tr,0,21-Apr-20
tt,53,21-Apr-20
un,0,21-Apr-20
up,3,21-Apr-20
ut,0,21-Apr-20
wb,3,21-Apr-20
an,1,22-Apr-20
ap,56,22-Apr-20
ar,0,22-Apr-20
as,0,22-Apr-20
br,17,22-Apr-20
ch,0,22-Apr-20
ct,0,22-Apr-20
dd,0,22-Apr-20
dl,92,22-Apr-20
dn,0,22-Apr-20
ga,0,22-Apr-20
gj,229,22-Apr-20
hp,0,22-Apr-20
hr,9,22-Apr-20
jh,0,22-Apr-20
jk,27,22-Apr-20
ka,9,22-Apr-20
kl,11,22-Apr-20
la,0,22-Apr-20
ld,0,22-Apr-20
mh,431,22-Apr-20
ml,0,22-Apr-20
mn,0,22-Apr-20
mp,35,22-Apr-20
mz,0,22-Apr-20
nl,0,22-Apr-20
or,4,22-Apr-20
pb,27,22-Apr-20
py,0,22-Apr-20
rj,153,22-Apr-20
sk,0,22-Apr-20
tg,15,22-Apr-20
tn,33,22-Apr-20
tr,0,22-Apr-20
tt,1292,22-Apr-20
un,0,22-Apr-20
up,112,22-Apr-20
ut,0,22-Apr-20
wb,31,22-Apr-20
an,0,22-Apr-20
ap,24,22-Apr-20
ar,0,22-Apr-20
as,0,22-Apr-20
br,0,22-Apr-20
ch,0,22-Apr-20
ct,3,22-Apr-20
dd,0,22-Apr-20
dl,113,22-Apr-20
dn,0,22-Apr-20
ga,0,22-Apr-20
gj,40,22-Apr-20
hp,0,22-Apr-20
hr,11,22-Apr-20
jh,0,22-Apr-20
jk,11,22-Apr-20
ka,2,22-Apr-20
kl,1,22-Apr-20
la,0,22-Apr-20
ld,0,22-Apr-20
mh,67,22-Apr-20
ml,0,22-Apr-20
mn,0,22-Apr-20
mp,4,22-Apr-20
mz,0,22-Apr-20
nl,0,22-Apr-20
or,2,22-Apr-20
pb,4,22-Apr-20
py,0,22-Apr-20
rj,70,22-Apr-20
sk,0,22-Apr-20
tg,0,22-Apr-20
tn,27,22-Apr-20
tr,0,22-Apr-20
tt,394,22-Apr-20
un,0,22-Apr-20
up,11,22-Apr-20
ut,4,22-Apr-20
wb,0,22-Apr-20
an,0,22-Apr-20
ap,2,22-Apr-20
ar,0,22-Apr-20
as,0,22-Apr-20
br,0,22-Apr-20
ch,0,22-Apr-20
ct,0,22-Apr-20
dd,0,22-Apr-20
dl,1,22-Apr-20
dn,0,22-Apr-20
ga,0,22-Apr-20
gj,13,22-Apr-20
hp,0,22-Apr-20
hr,0,22-Apr-20
jh,0,22-Apr-20
jk,0,22-Apr-20
ka,0,22-Apr-20
kl,0,22-Apr-20
la,0,22-Apr-20
ld,0,22-Apr-20
mh,18,22-Apr-20
ml,0,22-Apr-20
mn,0,22-Apr-20
mp,0,22-Apr-20
mz,0,22-Apr-20
nl,0,22-Apr-20
or,0,22-Apr-20
pb,0,22-Apr-20
py,0,22-Apr-20
rj,1,22-Apr-20
sk,0,22-Apr-20
tg,1,22-Apr-20
tn,0,22-Apr-20
tr,0,22-Apr-20
tt,36,22-Apr-20
un,0,22-Apr-20
up,0,22-Apr-20
ut,0,22-Apr-20
wb,0,22-Apr-20
an,4,23-Apr-20
ap,80,23-Apr-20
ar,0,23-Apr-20
as,1,23-Apr-20
br,27,23-Apr-20
ch,0,23-Apr-20
ct,0,23-Apr-20
dd,0,23-Apr-20
dl,128,23-Apr-20
dn,0,23-Apr-20
ga,0,23-Apr-20
gj,217,23-Apr-20
hp,1,23-Apr-20
hr,6,23-Apr-20
jh,7,23-Apr-20
jk,27,23-Apr-20
ka,18,23-Apr-20
kl,10,23-Apr-20
la,0,23-Apr-20
ld,0,23-Apr-20
mh,778,23-Apr-20
ml,0,23-Apr-20
mn,0,23-Apr-20
mp,100,23-Apr-20
mz,0,23-Apr-20
nl,0,23-Apr-20
or,6,23-Apr-20
pb,5,23-Apr-20
py,0,23-Apr-20
rj,76,23-Apr-20
sk,0,23-Apr-20
tg,27,23-Apr-20
tn,54,23-Apr-20
tr,0,23-Apr-20
tt,1667,23-Apr-20
un,0,23-Apr-20
up,61,23-Apr-20
ut,1,23-Apr-20
wb,33,23-Apr-20
an,0,23-Apr-20
ap,21,23-Apr-20
ar,0,23-Apr-20
as,0,23-Apr-20
br,2,23-Apr-20
ch,0,23-Apr-20
ct,2,23-Apr-20
dd,0,23-Apr-20
dl,84,23-Apr-20
dn,0,23-Apr-20
ga,0,23-Apr-20
gj,79,23-Apr-20
hp,2,23-Apr-20
hr,12,23-Apr-20
jh,4,23-Apr-20
jk,0,23-Apr-20
ka,14,23-Apr-20
kl,8,23-Apr-20
la,2,23-Apr-20
ld,0,23-Apr-20
mh,51,23-Apr-20
ml,0,23-Apr-20
mn,0,23-Apr-20
mp,51,23-Apr-20
mz,0,23-Apr-20
nl,0,23-Apr-20
or,1,23-Apr-20
pb,13,23-Apr-20
py,0,23-Apr-20
rj,107,23-Apr-20
sk,0,23-Apr-20
tg,58,23-Apr-20
tn,90,23-Apr-20
tr,1,23-Apr-20
tt,642,23-Apr-20
un,0,23-Apr-20
up,33,23-Apr-20
ut,1,23-Apr-20
wb,6,23-Apr-20
an,0,23-Apr-20
ap,3,23-Apr-20
ar,0,23-Apr-20
as,0,23-Apr-20
br,0,23-Apr-20
ch,0,23-Apr-20
ct,0,23-Apr-20
dd,0,23-Apr-20
dl,2,23-Apr-20
dn,0,23-Apr-20
ga,0,23-Apr-20
gj,9,23-Apr-20
hp,0,23-Apr-20
hr,0,23-Apr-20
jh,1,23-Apr-20
jk,0,23-Apr-20
ka,0,23-Apr-20
kl,0,23-Apr-20
la,0,23-Apr-20
ld,0,23-Apr-20
mh,14,23-Apr-20
ml,0,23-Apr-20
mn,0,23-Apr-20
mp,3,23-Apr-20
mz,0,23-Apr-20
nl,0,23-Apr-20
or,0,23-Apr-20
pb,1,23-Apr-20
py,0,23-Apr-20
rj,1,23-Apr-20
sk,0,23-Apr-20
tg,1,23-Apr-20
tn,2,23-Apr-20
tr,0,23-Apr-20
tt,40,23-Apr-20
un,0,23-Apr-20
up,3,23-Apr-20
ut,0,23-Apr-20
wb,0,23-Apr-20
an,7,24-Apr-20
ap,62,24-Apr-20
ar,0,24-Apr-20
as,0,24-Apr-20
br,53,24-Apr-20
ch,0,24-Apr-20
ct,0,24-Apr-20
dd,0,24-Apr-20
dl,138,24-Apr-20
dn,0,24-Apr-20
ga,0,24-Apr-20
gj,191,24-Apr-20
hp,0,24-Apr-20
hr,5,24-Apr-20
jh,6,24-Apr-20
jk,20,24-Apr-20
ka,29,24-Apr-20
kl,3,24-Apr-20
la,0,24-Apr-20
ld,0,24-Apr-20
mh,390,24-Apr-20
ml,0,24-Apr-20
mn,0,24-Apr-20
mp,159,24-Apr-20
mz,0,24-Apr-20
nl,0,24-Apr-20
or,5,24-Apr-20
pb,15,24-Apr-20
py,0,24-Apr-20
rj,70,24-Apr-20
sk,0,24-Apr-20
tg,13,24-Apr-20
tn,72,24-Apr-20
tr,0,24-Apr-20
tt,1408,24-Apr-20
un,0,24-Apr-20
up,111,24-Apr-20
ut,1,24-Apr-20
wb,58,24-Apr-20
an,0,24-Apr-20
ap,4,24-Apr-20
ar,0,24-Apr-20
as,0,24-Apr-20
br,0,24-Apr-20
ch,1,24-Apr-20
ct,0,24-Apr-20
dd,0,24-Apr-20
dl,49,24-Apr-20
dn,0,24-Apr-20
ga,0,24-Apr-20
gj,7,24-Apr-20
hp,0,24-Apr-20
hr,16,24-Apr-20
jh,0,24-Apr-20
jk,17,24-Apr-20
ka,7,24-Apr-20
kl,15,24-Apr-20
la,0,24-Apr-20
ld,0,24-Apr-20
mh,117,24-Apr-20
ml,0,24-Apr-20
mn,0,24-Apr-20
mp,7,24-Apr-20
mz,0,24-Apr-20
nl,0,24-Apr-20
or,0,24-Apr-20
pb,4,24-Apr-20
py,0,24-Apr-20
rj,42,24-Apr-20
sk,0,24-Apr-20
tg,39,24-Apr-20
tn,114,24-Apr-20
tr,0,24-Apr-20
tt,484,24-Apr-20
un,0,24-Apr-20
up,20,24-Apr-20
ut,1,24-Apr-20
wb,24,24-Apr-20
an,0,24-Apr-20
ap,2,24-Apr-20
ar,0,24-Apr-20
as,0,24-Apr-20
br,0,24-Apr-20
ch,0,24-Apr-20
ct,0,24-Apr-20
dd,0,24-Apr-20
dl,3,24-Apr-20
dn,0,24-Apr-20
ga,0,24-Apr-20
gj,15,24-Apr-20
hp,0,24-Apr-20
hr,0,24-Apr-20
jh,0,24-Apr-20
jk,0,24-Apr-20
ka,1,24-Apr-20
kl,1,24-Apr-20
la,0,24-Apr-20
ld,0,24-Apr-20
mh,18,24-Apr-20
ml,0,24-Apr-20
mn,0,24-Apr-20
mp,9,24-Apr-20
mz,0,24-Apr-20
nl,0,24-Apr-20
or,0,24-Apr-20
pb,0,24-Apr-20
py,0,24-Apr-20
rj,4,24-Apr-20
sk,0,24-Apr-20
tg,0,24-Apr-20
tn,2,24-Apr-20
tr,0,24-Apr-20
tt,59,24-Apr-20
un,0,24-Apr-20
up,1,24-Apr-20
ut,0,24-Apr-20
wb,3,24-Apr-20
an,4,25-Apr-20
ap,61,25-Apr-20
ar,0,25-Apr-20
as,0,25-Apr-20
br,28,25-Apr-20
ch,1,25-Apr-20
ct,1,25-Apr-20
dd,0,25-Apr-20
dl,111,25-Apr-20
dn,0,25-Apr-20
ga,0,25-Apr-20
gj,256,25-Apr-20
hp,0,25-Apr-20
hr,12,25-Apr-20
jh,8,25-Apr-20
jk,40,25-Apr-20
ka,26,25-Apr-20
kl,7,25-Apr-20
la,2,25-Apr-20
ld,0,25-Apr-20
mh,811,25-Apr-20
ml,0,25-Apr-20
mn,0,25-Apr-20
mp,99,25-Apr-20
mz,0,25-Apr-20
nl,0,25-Apr-20
or,6,25-Apr-20
pb,10,25-Apr-20
py,1,25-Apr-20
rj,49,25-Apr-20
sk,0,25-Apr-20
tg,7,25-Apr-20
tn,66,25-Apr-20
tr,0,25-Apr-20
tt,1835,25-Apr-20
un,0,25-Apr-20
up,172,25-Apr-20
ut,0,25-Apr-20
wb,57,25-Apr-20
an,0,25-Apr-20
ap,26,25-Apr-20
ar,0,25-Apr-20
as,0,25-Apr-20
br,1,25-Apr-20
ch,0,25-Apr-20
ct,2,25-Apr-20
dd,0,25-Apr-20
dl,12,25-Apr-20
dn,0,25-Apr-20
ga,0,25-Apr-20
gj,17,25-Apr-20
hp,4,25-Apr-20
hr,5,25-Apr-20
jh,0,25-Apr-20
jk,3,25-Apr-20
ka,6,25-Apr-20
kl,7,25-Apr-20
la,0,25-Apr-20
ld,0,25-Apr-20
mh,119,25-Apr-20
ml,0,25-Apr-20
mn,0,25-Apr-20
mp,71,25-Apr-20
mz,0,25-Apr-20
nl,0,25-Apr-20
or,1,25-Apr-20
pb,2,25-Apr-20
py,0,25-Apr-20
rj,20,25-Apr-20
sk,0,25-Apr-20
tg,16,25-Apr-20
tn,94,25-Apr-20
tr,0,25-Apr-20
tt,442,25-Apr-20
un,0,25-Apr-20
up,35,25-Apr-20
ut,1,25-Apr-20
wb,0,25-Apr-20
an,0,25-Apr-20
ap,2,25-Apr-20
ar,0,25-Apr-20
as,0,25-Apr-20
br,0,25-Apr-20
ch,0,25-Apr-20
ct,0,25-Apr-20
dd,0,25-Apr-20
dl,1,25-Apr-20
dn,0,25-Apr-20
ga,0,25-Apr-20
gj,6,25-Apr-20
hp,0,25-Apr-20
hr,0,25-Apr-20
jh,0,25-Apr-20
jk,1,25-Apr-20
ka,0,25-Apr-20
kl,0,25-Apr-20
la,0,25-Apr-20
ld,0,25-Apr-20
mh,22,25-Apr-20
ml,0,25-Apr-20
mn,0,25-Apr-20
mp,7,25-Apr-20
mz,0,25-Apr-20
nl,0,25-Apr-20
or,0,25-Apr-20
pb,0,25-Apr-20
py,0,25-Apr-20
rj,2,25-Apr-20
sk,0,25-Apr-20
tg,0,25-Apr-20
tn,1,25-Apr-20
tr,0,25-Apr-20
tt,44,25-Apr-20
un,0,25-Apr-20
up,2,25-Apr-20
ut,0,25-Apr-20
wb,0,25-Apr-20
an,0,26-Apr-20
ap,81,26-Apr-20
ar,0,26-Apr-20
as,0,26-Apr-20
br,26,26-Apr-20
ch,8,26-Apr-20
ct,0,26-Apr-20
dd,0,26-Apr-20
dl,293,26-Apr-20
dn,0,26-Apr-20
ga,0,26-Apr-20
gj,230,26-Apr-20
hp,0,26-Apr-20
hr,9,26-Apr-20
jh,15,26-Apr-20
jk,29,26-Apr-20
ka,3,26-Apr-20
kl,11,26-Apr-20
la,0,26-Apr-20
ld,0,26-Apr-20
mh,440,26-Apr-20
ml,0,26-Apr-20
mn,0,26-Apr-20
mp,145,26-Apr-20
mz,0,26-Apr-20
nl,0,26-Apr-20
or,3,26-Apr-20
pb,14,26-Apr-20
py,0,26-Apr-20
rj,102,26-Apr-20
sk,0,26-Apr-20
tg,11,26-Apr-20
tn,64,26-Apr-20
tr,0,26-Apr-20
tt,1607,26-Apr-20
un,0,26-Apr-20
up,80,26-Apr-20
ut,3,26-Apr-20
wb,40,26-Apr-20
an,0,26-Apr-20
ap,60,26-Apr-20
ar,0,26-Apr-20
as,8,26-Apr-20
br,11,26-Apr-20
ch,2,26-Apr-20
ct,0,26-Apr-20
dd,0,26-Apr-20
dl,8,26-Apr-20
dn,0,26-Apr-20
ga,0,26-Apr-20
gj,31,26-Apr-20
hp,0,26-Apr-20
hr,8,26-Apr-20
jh,5,26-Apr-20
jk,25,26-Apr-20
ka,24,26-Apr-20
kl,4,26-Apr-20
la,0,26-Apr-20
ld,0,26-Apr-20
mh,112,26-Apr-20
ml,0,26-Apr-20
mn,0,26-Apr-20
mp,21,26-Apr-20
mz,0,26-Apr-20
nl,0,26-Apr-20
or,1,26-Apr-20
pb,12,26-Apr-20
py,0,26-Apr-20
rj,116,26-Apr-20
sk,0,26-Apr-20
tg,9,26-Apr-20
tn,60,26-Apr-20
tr,0,26-Apr-20
tt,585,26-Apr-20
un,0,26-Apr-20
up,66,26-Apr-20
ut,0,26-Apr-20
wb,2,26-Apr-20
an,0,26-Apr-20
ap,0,26-Apr-20
ar,0,26-Apr-20
as,0,26-Apr-20
br,0,26-Apr-20
ch,0,26-Apr-20
ct,0,26-Apr-20
dd,0,26-Apr-20
dl,0,26-Apr-20
dn,0,26-Apr-20
ga,0,26-Apr-20
gj,18,26-Apr-20
hp,0,26-Apr-20
hr,0,26-Apr-20
jh,0,26-Apr-20
jk,0,26-Apr-20
ka,1,26-Apr-20
kl,0,26-Apr-20
la,0,26-Apr-20
ld,0,26-Apr-20
mh,19,26-Apr-20
ml,0,26-Apr-20
mn,0,26-Apr-20
mp,4,26-Apr-20
mz,0,26-Apr-20
nl,0,26-Apr-20
or,0,26-Apr-20
pb,1,26-Apr-20
py,0,26-Apr-20
rj,7,26-Apr-20
sk,0,26-Apr-20
tg,0,26-Apr-20
tn,1,26-Apr-20
tr,0,26-Apr-20
tt,56,26-Apr-20
un,0,26-Apr-20
up,3,26-Apr-20
ut,0,26-Apr-20
wb,2,26-Apr-20
an,0,27-Apr-20
ap,80,27-Apr-20
ar,0,27-Apr-20
as,0,27-Apr-20
br,69,27-Apr-20
ch,9,27-Apr-20
ct,0,27-Apr-20
dd,0,27-Apr-20
dl,190,27-Apr-20
dn,0,27-Apr-20
ga,0,27-Apr-20
gj,247,27-Apr-20
hp,0,27-Apr-20
hr,5,27-Apr-20
jh,21,27-Apr-20
jk,23,27-Apr-20
ka,9,27-Apr-20
kl,13,27-Apr-20
la,0,27-Apr-20
ld,0,27-Apr-20
mh,522,27-Apr-20
ml,0,27-Apr-20
mn,0,27-Apr-20
mp,75,27-Apr-20
mz,0,27-Apr-20
nl,0,27-Apr-20
or,15,27-Apr-20
pb,8,27-Apr-20
py,0,27-Apr-20
rj,77,27-Apr-20
sk,0,27-Apr-20
tg,2,27-Apr-20
tn,52,27-Apr-20
tr,0,27-Apr-20
tt,1568,27-Apr-20
un,0,27-Apr-20
up,113,27-Apr-20
ut,0,27-Apr-20
wb,38,27-Apr-20
an,0,27-Apr-20
ap,4,27-Apr-20
ar,0,27-Apr-20
as,0,27-Apr-20
br,0,27-Apr-20
ch,0,27-Apr-20
ct,0,27-Apr-20
dd,0,27-Apr-20
dl,0,27-Apr-20
dn,0,27-Apr-20
ga,0,27-Apr-20
gj,81,27-Apr-20
hp,3,27-Apr-20
hr,14,27-Apr-20
jh,4,27-Apr-20
jk,27,27-Apr-20
ka,11,27-Apr-20
kl,13,27-Apr-20
la,0,27-Apr-20
ld,0,27-Apr-20
mh,94,27-Apr-20
ml,0,27-Apr-20
mn,0,27-Apr-20
mp,55,27-Apr-20
mz,0,27-Apr-20
nl,0,27-Apr-20
or,2,27-Apr-20
pb,14,27-Apr-20
py,1,27-Apr-20
rj,115,27-Apr-20
sk,0,27-Apr-20
tg,16,27-Apr-20
tn,54,27-Apr-20
tr,0,27-Apr-20
tt,580,27-Apr-20
un,0,27-Apr-20
up,72,27-Apr-20
ut,0,27-Apr-20
wb,0,27-Apr-20
an,0,27-Apr-20
ap,0,27-Apr-20
ar,0,27-Apr-20
as,0,27-Apr-20
br,0,27-Apr-20
ch,0,27-Apr-20
ct,0,27-Apr-20
dd,0,27-Apr-20
dl,0,27-Apr-20
dn,0,27-Apr-20
ga,0,27-Apr-20
gj,11,27-Apr-20
hp,0,27-Apr-20
hr,0,27-Apr-20
jh,0,27-Apr-20
jk,1,27-Apr-20
ka,1,27-Apr-20
kl,0,27-Apr-20
la,0,27-Apr-20
ld,0,27-Apr-20
mh,27,27-Apr-20
ml,0,27-Apr-20
mn,0,27-Apr-20
mp,7,27-Apr-20
mz,0,27-Apr-20
nl,0,27-Apr-20
or,0,27-Apr-20
pb,1,27-Apr-20
py,0,27-Apr-20
rj,9,27-Apr-20
sk,0,27-Apr-20
tg,0,27-Apr-20
tn,0,27-Apr-20
tr,0,27-Apr-20
tt,58,27-Apr-20
un,0,27-Apr-20
up,1,27-Apr-20
ut,0,27-Apr-20
wb,0,27-Apr-20
an,0,28-Apr-20
ap,82,28-Apr-20
ar,0,28-Apr-20
as,2,28-Apr-20
br,20,28-Apr-20
ch,11,28-Apr-20
ct,1,28-Apr-20
dd,0,28-Apr-20
dl,206,28-Apr-20
dn,0,28-Apr-20
ga,0,28-Apr-20
gj,226,28-Apr-20
hp,0,28-Apr-20
hr,7,28-Apr-20
jh,2,28-Apr-20
jk,19,28-Apr-20
ka,11,28-Apr-20
kl,4,28-Apr-20
la,2,28-Apr-20
ld,0,28-Apr-20
mh,728,28-Apr-20
ml,0,28-Apr-20
mn,0,28-Apr-20
mp,222,28-Apr-20
mz,0,28-Apr-20
nl,0,28-Apr-20
or,0,28-Apr-20
pb,12,28-Apr-20
py,0,28-Apr-20
rj,102,28-Apr-20
sk,0,28-Apr-20
tg,6,28-Apr-20
tn,121,28-Apr-20
tr,0,28-Apr-20
tt,1902,28-Apr-20
un,0,28-Apr-20
up,67,28-Apr-20
ut,3,28-Apr-20
wb,48,28-Apr-20
an,4,28-Apr-20
ap,23,28-Apr-20
ar,0,28-Apr-20
as,0,28-Apr-20
br,8,28-Apr-20
ch,0,28-Apr-20
ct,2,28-Apr-20
dd,0,28-Apr-20
dl,201,28-Apr-20
dn,0,28-Apr-20
ga,0,28-Apr-20
gj,40,28-Apr-20
hp,0,28-Apr-20
hr,11,28-Apr-20
jh,2,28-Apr-20
jk,12,28-Apr-20
ka,14,28-Apr-20
kl,4,28-Apr-20
la,0,28-Apr-20
ld,0,28-Apr-20
mh,106,28-Apr-20
ml,0,28-Apr-20
mn,0,28-Apr-20
mp,16,28-Apr-20
mz,0,28-Apr-20
nl,0,28-Apr-20
or,1,28-Apr-20
pb,3,28-Apr-20
py,0,28-Apr-20
rj,26,28-Apr-20
sk,0,28-Apr-20
tg,42,28-Apr-20
tn,54,28-Apr-20
tr,0,28-Apr-20
tt,636,28-Apr-20
un,0,28-Apr-20
up,63,28-Apr-20
ut,0,28-Apr-20
wb,4,28-Apr-20
an,0,28-Apr-20
ap,0,28-Apr-20
ar,0,28-Apr-20
as,0,28-Apr-20
br,0,28-Apr-20
ch,0,28-Apr-20
ct,0,28-Apr-20
dd,0,28-Apr-20
dl,0,28-Apr-20
dn,0,28-Apr-20
ga,0,28-Apr-20
gj,19,28-Apr-20
hp,0,28-Apr-20
hr,0,28-Apr-20
jh,0,28-Apr-20
jk,1,28-Apr-20
ka,0,28-Apr-20
kl,0,28-Apr-20
la,0,28-Apr-20
ld,0,28-Apr-20
mh,31,28-Apr-20
ml,0,28-Apr-20
mn,0,28-Apr-20
mp,10,28-Apr-20
mz,0,28-Apr-20
nl,0,28-Apr-20
or,0,28-Apr-20
pb,0,28-Apr-20
py,0,28-Apr-20
rj,2,28-Apr-20
sk,0,28-Apr-20
tg,0,28-Apr-20
tn,1,28-Apr-20
tr,0,28-Apr-20
tt,69,28-Apr-20
un,0,28-Apr-20
up,3,28-Apr-20
ut,0,28-Apr-20
wb,2,28-Apr-20
an,0,29-Apr-20
ap,73,29-Apr-20
ar,0,29-Apr-20
as,0,29-Apr-20
br,37,29-Apr-20
ch,12,29-Apr-20
ct,0,29-Apr-20
dd,0,29-Apr-20
dl,125,29-Apr-20
dn,0,29-Apr-20
ga,0,29-Apr-20
gj,308,29-Apr-20
hp,0,29-Apr-20
hr,3,29-Apr-20
jh,2,29-Apr-20
jk,16,29-Apr-20
ka,12,29-Apr-20
kl,10,29-Apr-20
la,0,29-Apr-20
ld,0,29-Apr-20
mh,597,29-Apr-20
ml,0,29-Apr-20
mn,0,29-Apr-20
mp,173,29-Apr-20
mz,0,29-Apr-20
nl,0,29-Apr-20
or,7,29-Apr-20
pb,33,29-Apr-20
py,0,29-Apr-20
rj,76,29-Apr-20
sk,0,29-Apr-20
tg,7,29-Apr-20
tn,104,29-Apr-20
tr,0,29-Apr-20
tt,1705,29-Apr-20
un,0,29-Apr-20
up,81,29-Apr-20
ut,1,29-Apr-20
wb,28,29-Apr-20
an,0,29-Apr-20
ap,29,29-Apr-20
ar,0,29-Apr-20
as,2,29-Apr-20
br,0,29-Apr-20
ch,0,29-Apr-20
ct,0,29-Apr-20
dd,0,29-Apr-20
dl,14,29-Apr-20
dn,0,29-Apr-20
ga,0,29-Apr-20
gj,93,29-Apr-20
hp,0,29-Apr-20
hr,1,29-Apr-20
jh,0,29-Apr-20
jk,16,29-Apr-20
ka,9,29-Apr-20
kl,10,29-Apr-20
la,1,29-Apr-20
ld,0,29-Apr-20
mh,205,29-Apr-20
ml,0,29-Apr-20
mn,0,29-Apr-20
mp,88,29-Apr-20
mz,0,29-Apr-20
nl,0,29-Apr-20
or,1,29-Apr-20
pb,0,29-Apr-20
py,0,29-Apr-20
rj,44,29-Apr-20
sk,0,29-Apr-20
tg,35,29-Apr-20
tn,82,29-Apr-20
tr,0,29-Apr-20
tt,690,29-Apr-20
un,0,29-Apr-20
up,48,29-Apr-20
ut,2,29-Apr-20
wb,10,29-Apr-20
an,0,29-Apr-20
ap,0,29-Apr-20
ar,0,29-Apr-20
as,0,29-Apr-20
br,0,29-Apr-20
